01.01.2021;06:57;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;150
01.01.2021;09:30;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
01.01.2021;11:44;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
01.01.2021;11:54;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
01.01.2021;13:18;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
01.01.2021;15:08;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
01.01.2021;17:08;Aachen, Hohenstaufenallee/Klemensstr.;Ri. Innenstadt;103202;15
01.01.2021;17:29;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
01.01.2021;17:43;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
01.01.2021;18:09;Aachen, Hohenstaufenallee/Klemensstr.;Ri. Innenstadt;103202;15
01.01.2021;18:19;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
01.01.2021;19:19;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
01.01.2021;22:05;Aachen, Hohenstaufenallee/Klemensstr.;Ri. Innenstadt;103202;15
01.01.2021;21:59;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103203;25
01.01.2021;08:30;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103204;35
02.01.2021;07:47;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
02.01.2021;08:50;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Junkerstr.;103202;15
02.01.2021;09:54;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;11:25;Aachen, Hohenstaufenallee/Klemensstr.;Ri. Innenstadt;103202;15
02.01.2021;13:22;Aachen, Eupener Str. geg 340;Fahrtrichtung Innenstadt;103202;15
02.01.2021;13:30;Aachen, Eupener Str. geg 340;Fahrtrichtung Innenstadt;103202;15
02.01.2021;14:08;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
02.01.2021;14:13;Aachen, Eupener Str. geg 340;Fahrtrichtung Innenstadt;103202;15
02.01.2021;14:30;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
02.01.2021;14:33;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;14:35;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;14:55;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;15:08;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;15:51;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;16:14;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
02.01.2021;16:27;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;16:29;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;16:42;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Junkerstr.;103202;15
02.01.2021;17:49;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;17:59;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;19:06;Aachen, Hohenstaufenallee/Klemensstr.;Ri. Innenstadt;103202;15
02.01.2021;19:12;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
02.01.2021;19:23;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
02.01.2021;19:30;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;19:56;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;20:26;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;20:33;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;21:12;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
02.01.2021;11:04;Aachen, Hohenstaufenallee/Klemensstr.;Ri. Innenstadt;103203;25
02.01.2021;14:28;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Junkerstr.;103203;25
02.01.2021;19:56;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103203;25
02.01.2021;00:26;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103204;35
02.01.2021;09:32;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103762;80
02.01.2021;13:15;Aachen, Eupener Str. geg 340;Fahrtrichtung Innenstadt;103764;350
03.01.2021;01:55;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
03.01.2021;03:24;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
03.01.2021;06:02;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;07:05;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Junkerstr.;103202;15
03.01.2021;09:16;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;10:51;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
03.01.2021;11:26;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Junkerstr.;103202;15
03.01.2021;11:32;Aachen, Trierer Stra�e 742;Richtung Kornelim�nster;103202;15
03.01.2021;11:41;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Junkerstr.;103202;15
03.01.2021;11:48;Aachen, Trierer Stra�e 742;Richtung Kornelim�nster;103202;15
03.01.2021;11:52;Aachen, Trierer Str. 761-767;Richtung Innenstadt;103202;15
03.01.2021;11:53;Aachen, Trierer Stra�e 742;Richtung Kornelim�nster;103202;15
03.01.2021;12:04;Aachen, Trierer Str. 761-767;Richtung Innenstadt;103202;15
03.01.2021;12:28;Aachen, Trierer Stra�e 742;Richtung Kornelim�nster;103202;15
03.01.2021;12:46;Aachen, Trierer Stra�e 742;Richtung Kornelim�nster;103202;15
03.01.2021;12:48;Aachen, Trierer Stra�e 742;Richtung Kornelim�nster;103202;15
03.01.2021;12:56;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;13:23;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
03.01.2021;13:29;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;14:18;Aachen, Trierer Stra�e 742;Richtung Kornelim�nster;103202;15
03.01.2021;14:25;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
03.01.2021;14:28;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;14:42;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
03.01.2021;14:48;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;16:14;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;16:41;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
03.01.2021;17:10;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
03.01.2021;17:23;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;18:02;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;18:06;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103202;15
03.01.2021;18:08;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;18:36;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;18:50;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;21:03;Aachen, Hohenstaufenallee/Klemensstr.;Ri. Innenstadt;103202;15
03.01.2021;22:09;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103202;15
03.01.2021;07:42;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103203;25
03.01.2021;11:51;Aachen, Trierer Str. 761-767;Richtung Innenstadt;103203;25
03.01.2021;12:03;Aachen, Trierer Stra�e 742;Richtung Kornelim�nster;103203;25
03.01.2021;12:22;Aachen, Trierer Stra�e 742;Richtung Kornelim�nster;103203;25
03.01.2021;13:08;Aachen, Trierer Str. 761-767;Richtung Innenstadt;103203;25
03.01.2021;14:58;Aachen, Eupener Str. H�he 274;Fahrtrichtung Belgien;103203;25
03.01.2021;16:11;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103203;25
03.01.2021;18:47;Aachen, Hohenstaufenallee/Klemensstr.;Ri. Innenstadt;103203;25
03.01.2021;19:08;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103203;25
03.01.2021;19:08;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103203;25
03.01.2021;17:48;Aachen, Eupener Str. H�he 274;Fahrtrichtung Innenstadt;103204;35
03.01.2021;13:31;Aachen, Trierer Str. 761-767;Richtung Innenstadt;103763;200
03.01.2021;11:41;Aachen, Hohenstaufenallee/Klemensstr.;Ri. Innenstadt;103765;860
04.01.2021;03:18;Aachen, Turmstr./Prof.Pirletstr.;Fahrtrichtung Ponttor;103202;15
04.01.2021;08:02;Aachen;Krefelder Stra�e, 73;103202;15
04.01.2021;08:05;Aachen;Krefelder Stra�e, 73;103202;15
